analysis_version,variant_label,policy_sha256,odds_row_id,match_id,tour,year,slam,round,source_file,source_row_number,source_workbook_sha256,unavailable_reason,complete_pair_count,complete_named_pair_count,valid_named_pair_count,pair_status_counts_json,named_pair_status_counts_json,avg_method_status,in_frozen_common,primary_completed_non_retirement,raw_prices_tracked
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,259fbb33ead9512d2c0c64b8adaa856570082eb040b20fe750321c81aeb4a953,6a19f55dcfc7024c26e7b63c2b5bc586e921b8d77c761426d44b986bce2f94b1,ATP,2001,Australian Open,R128,atp/2001.xls,168,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,2b33ef5982a69443914c574cf9f33cdcd6a8260ea8b6eaa190d07eaa8ad47900,6f7dcd904e5677e83496b4c249c6d4e8b550cb06b5d7f22f6df64e6d38fec037,ATP,2001,Australian Open,R128,atp/2001.xls,193,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,a32dbfe22c21369b6792bf491608fec23a78cf93ae50f9cd64ac22fd61f9b173,71f50771154974214b398ba344745af4aa83ea92d3ac627a5e4b6fd3be825f41,ATP,2001,Australian Open,R128,atp/2001.xls,185,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,3a8d2c717891b343b66bdc3405e484e2e32cb4489a5bc213bcd924058ce4655a,7394434cc8a834f675d3f64b6a71320be4ace1d34a35eecfe17541af76048d08,ATP,2001,Australian Open,R128,atp/2001.xls,169,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,702f4199c8ec108c7c5854615d8abbb35b37c6ff63d1b4e0acd7ec9b635f15f8,76ae0fec0881c12c52ccc2815d04aa29ba71253560ee628ee37673f6466666bb,ATP,2001,Australian Open,R128,atp/2001.xls,208,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,1cc50ce78e634dd722da3ab53ac10cdf3323866379d1cc3b20c16fa156f9e8fa,789057aee1944659a46dd218f761adf951e0d6a54d50b79cca731255f58a2a17,ATP,2001,Australian Open,R128,atp/2001.xls,209,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,74ae8626aca7da0f47fc86fa230df155f34453e69de065ea7b49a1891e0e159e,7c3fd410990139f9f41306d3287a6d588e159dfb5e3b2e9c6730dac870593f3e,ATP,2001,Australian Open,R128,atp/2001.xls,198,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,2a1fbb11844e1e9fc7d7a48d5e1b5c544f5f3c9026dca6e8ecbca45e034f5154,7e346425cf0d27d9c29f741ac7f054671975130722b39ce60ae379f212483d62,ATP,2001,Australian Open,R128,atp/2001.xls,189,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,0a4b7d62bd7ea5b6b26c8ff9e1efa3065817369ec1112afd10e386a42d56dad4,7fa7b97bee1ebbbd9e705c30de1e28368abe0e6c8ac4d59fa20222b2536c05e3,ATP,2001,Australian Open,R128,atp/2001.xls,183,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,ed35685cc425cfd943627fcbedc086ab89b5dae4de41de0b207a6ff1b6fbd451,8305d3e85f5db65728f27ac2235d856e01f02fd3bbcc269fad10262e23936ea4,ATP,2001,Australian Open,R128,atp/2001.xls,214,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,c64fc4d4053639f1a8c43c20e9a4c335aedd8d86d7b4742b79c65e30756c9f45,84ee979e8f364103dd026cbea57950dc3192c23267537c86070bdbd3f3e97402,ATP,2001,Australian Open,R128,atp/2001.xls,197,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,78e9afd16bf631db328550ce8bca984fc4a9651d8f117b18f5a23e7780fa4399,87a9534354e1e5a4aba1cee33a4403d3766ff9c6be3a766ccd7234dee5d577c3,ATP,2001,Australian Open,R128,atp/2001.xls,164,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,066e553cd40c77cef64018b13ce3474374c0b62736322a255f6d67fd8532ac38,89db5d08097a64a5d59b32787366e671cf97c5401648b071a965857164780393,ATP,2001,Australian Open,R128,atp/2001.xls,200,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,5ddf76990bdb1c4d85027ec7a1ba62ece2f0114a9a3d623efd21c16f007e33c4,9240c6ab59e33378d6a941b5fb6f3fafe467619e652527101db2e038f0e6639a,ATP,2001,Australian Open,R128,atp/2001.xls,206,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,e781ca3b561dfff8e5e66f4bedd99bb994ac747f2f6beb522111cf91d54f97e1,9608ef72305af80f4c7a17713a8708fbb4ff3d106df6c159818725f5755e56c7,ATP,2001,Australian Open,R128,atp/2001.xls,219,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,9c9cdff739bbd1abec5adee6f3cd2a26a9c97fb300ceccc3cc305a6b90913a6a,98792f46354314593008bbb8b8cfd72a98be30109373c21c9403f7e998fd1080,ATP,2001,Australian Open,R128,atp/2001.xls,159,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,638fc8dfd813edd1f7af98541aa74ec9bcb2212f234461e834481474241de8c2,9a25ba06309ede89ebad1d146f9130e93b3258e5a451e57eb6ea6af81c8ec9e3,ATP,2001,Australian Open,R128,atp/2001.xls,178,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,c716cfedf1c6964fa36369a473ded96724a027930876673a26e0f0856b7f06b8,9be696f7a2fb598d571bd363c579556fa8c120e81ae5802ed74461870cc8a22f,ATP,2001,Australian Open,R128,atp/2001.xls,217,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,93194de16e6f131ed472a835e35f1abc889ab5f22547720db41d394be5e2ee48,9d18fdde0feb8ccf43c447c34c6bfa45d1927904f31597f4f8fe39680da75817,ATP,2001,Australian Open,R128,atp/2001.xls,165,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,63bbb48bc362baad83ea84be2d5518853b5499af47b9ad83802f69f2d88c8a2d,a65e21e4341b35142907472e806c417f2f36db27c4b9cb1fdf84f43627954482,ATP,2001,Australian Open,R128,atp/2001.xls,201,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,bde8b29aef6d9e7734334d6671686fbdd49140fd5d8f28f4d98a75eabe1c41d1,adf80eb4970bd8b606b36d88f268e5df1b6457077eb46c1887e2da19d111d57c,ATP,2001,Australian Open,R128,atp/2001.xls,173,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
